"TIME","cuadrada","triangular","RV1(3)","wtf?","wtf?"
0.1937248829,10.4323,4.33287,8.61168e-009,0.0647906,0.0647906
0.1937249591,10.4364,4.3332,9.99831e-009,0.0645223,0.0645223
0.1937250063,10.4389,4.33279,1.0823e-008,0.0643504,0.0643504
0.1937250763,10.4412,4.33219,1.20005e-008,0.0640953,0.0640953
0.1937251593,10.444,4.33147,1.33296e-008,0.0637926,0.0637926
0.1937252535,10.4471,4.33065,1.47519e-008,0.0634525,0.0634525
0.1937253568,10.4492,4.32975,1.62133e-008,0.0630796,0.0630796
0.1937255633,10.4535,4.32797,1.88579e-008,0.0623339,0.0623339
0.1937258422,10.4567,4.32555,2.19122e-008,0.0613266,0.0613266
0.1937262699,10.4615,4.32184,2.565e-008,0.0597822,0.0597822
0.1937271252,10.4664,4.31443,3.07132e-008,0.0567048,0.0567048
0.1937288358,10.4707,4.2995,3.55857e-008,0.05055,0.05055
0.1937305778,10.4707,4.2843,3.70503e-008,0.0443114,0.0443114
0.1937332558,10.4707,4.26094,3.73162e-008,0.0347649,0.0347649
0.1937364051,10.4707,4.23346,3.70593e-008,0.0236088,0.0236088
0.193742022,10.4707,4.18445,3.68174e-008,0.00389869,0.00389869
0.1937521615,10.4707,4.09598,3.67616e-008,-0.0310726,-0.0310726
0.1937724403,10.4707,3.91904,3.67817e-008,-0.098669,-0.098669
0.1938105847,10.4707,3.58622,3.67901e-008,-0.217364,-0.217364
0.1938868735,10.4707,2.92057,3.67901e-008,-0.421804,-0.421804
0.1940394511,10.4707,1.58929,3.679e-008,-0.700218,-0.700218
0.1943446063,10.4708,-1.07329,3.67898e-008,-0.745611,-0.745611
0.1944208951,10.4708,-1.73892,3.67898e-008,-0.630284,-0.630284
0.1945734727,10.4708,-3.07017,3.67897e-008,-0.301086,-0.301086
0.1946116171,10.4691,-3.40298,3.43553e-008,-0.1922,-0.1922
0.1946604377,10.4579,-3.82859,2.23352e-008,-0.0422187,-0.0422187
0.1947044179,10.4255,-4.21082,6.51731e-009,0.105606,0.105606
0.1947100016,10.413,-4.25935,4.23597e-009,0.125364,0.125364
0.1947113975,10.4099,-4.27148,3.65716e-009,0.130304,0.130304
0.1947141894,10.3981,-4.29575,2.46165e-009,0.140243,0.140243
0.1947148873,10.3951,-4.30181,2.1501e-009,0.142728,0.142728
0.1947162832,10.3839,-4.31394,1.50125e-009,0.147728,0.147728
0.1947166322,10.3811,-4.31698,1.33043e-009,0.148978,0.148978
0.1947173302,10.3707,-4.32304,9.7298e-010,0.151478,0.151478
0.1947174882,10.3684,-4.32442,8.87706e-010,0.152043,0.152043
0.1947178041,10.3604,-4.32716,7.11072e-010,0.153175,0.153175
0.1947178831,10.3584,-4.32785,6.65021e-010,0.153458,0.153458
0.1947180411,10.3526,-4.32925,5.70734e-010,0.154024,0.154024
0.194718357,10.3321,-4.33207,3.63578e-010,0.155158,0.155158
0.1947183969,10.3277,-4.33242,3.36438e-010,0.155301,0.155301
0.1947184766,10.3155,-4.33313,2.83077e-010,0.155588,0.155588
0.1947185729,10.2876,-4.33399,2.24291e-010,0.155933,0.155933
0.1947186643,10.2211,-4.33523,1.97968e-010,0.156262,0.156262
0.1947187746,10.0462,-4.33672,2.01066e-010,0.156658,0.156658
0.1947188948,9.65445,-4.33903,2.13955e-010,0.157089,0.157089
0.1947190425,8.61376,-4.34334,2.53931e-010,0.15762,0.15762
0.1947191465,7.5016,-4.34637,3.08793e-010,0.157993,0.157993
0.1947192789,5.88636,-4.34834,4.00692e-010,0.158472,0.158472
0.1947193981,4.36622,-4.34867,4.86842e-010,0.158904,0.158904
0.1947195311,2.65061,-4.34904,5.84204e-010,0.159385,0.159385
0.1947197023,0.432258,-4.34951,7.10001e-010,0.160005,0.160005
0.1947199241,-2.4539,-4.34949,8.73575e-010,0.160807,0.160807
0.1947203677,-8.26395,-4.34782,1.20274e-009,0.162412,0.162412
0.1947206172,-10.3956,-4.34221,-6.36747e-010,0.163315,0.163315
0.1947208505,-10.428,-4.33311,-5.63444e-009,0.16416,0.16416
0.1947209268,-10.4323,-4.33332,-7.14578e-009,0.164429,0.164429
0.1947209999,-10.4364,-4.33353,-8.52742e-009,0.164686,0.164686
0.1947210452,-10.4389,-4.33313,-9.3535e-009,0.164846,0.164846
0.1947211156,-10.4413,-4.33252,-1.05885e-008,0.165099,0.165099
0.1947211919,-10.4439,-4.33186,-1.18635e-008,0.165373,0.165373
0.1947212984,-10.4475,-4.33094,-1.35419e-008,0.165756,0.165756
0.1947213946,-10.4496,-4.33011,-1.49592e-008,0.166101,0.166101
0.194721587,-10.4537,-4.32844,-1.7541e-008,0.166792,0.166792
0.194721921,-10.4576,-4.32555,-2.13318e-008,0.167992,0.167992
0.1947223127,-10.4622,-4.32216,-2.48485e-008,0.169399,0.169399
0.194723096,-10.4668,-4.31539,-2.97502e-008,0.172201,0.172201
0.1947246627,-10.471,-4.30171,-3.47345e-008,0.177803,0.177803
0.1947264094,-10.4714,-4.28647,-3.65591e-008,0.184005,0.184005
0.1947289414,-10.472,-4.26438,-3.69734e-008,0.192996,0.192996
0.1947320418,-10.472,-4.23733,-3.67435e-008,0.203918,0.203918
0.194737199,-10.472,-4.19232,-3.64873e-008,0.221923,0.221923
0.194746388,-10.472,-4.11214,-3.64094e-008,0.253502,0.253502
0.1947647661,-10.4719,-3.95178,-3.64267e-008,0.314733,0.314733
0.1948004743,-10.4718,-3.64019,-3.64402e-008,0.426376,0.426376
0.1948718905,-10.4715,-3.01702,-3.64453e-008,0.620771,0.620771
0.195014723,-10.4714,-1.77068,-3.64556e-008,0.895094,0.895094
0.1953003879,-10.4712,0.721917,-3.64762e-008,0.994451,0.994451
0.1953718041,-10.4711,1.34507,-3.64813e-008,0.907942,0.907942
0.1955146366,-10.471,2.59137,-3.64916e-008,0.64815,0.64815
0.1955503447,-10.471,2.90294,-3.64942e-008,0.559784,0.559784
0.1956217609,-10.467,3.52556,-3.13161e-008,0.361657,0.361657
0.1956742715,-10.4499,3.98335,-1.59585e-008,0.195165,0.195165
0.195680769,-10.4447,4.03999,-1.35751e-008,0.173181,0.173181
0.1956937638,-10.4344,4.15289,-8.70568e-009,0.128513,0.128513
0.1956970125,-10.4296,4.18112,-7.45058e-009,0.117157,0.117157
0.1957035099,-10.4198,4.23757,-4.88393e-009,0.0942698,0.0942698
0.1957051342,-10.4155,4.25168,-4.22399e-009,0.0885009,0.0885009
0.1957083829,-10.4068,4.27991,-2.87408e-009,0.0769194,0.0769194
0.1957091951,-10.4031,4.28696,-2.52645e-009,0.0740076,0.0740076
0.1957108195,-10.3957,4.30108,-1.81343e-009,0.0681838,0.0681838
0.1957112255,-10.3929,4.3046,-1.62955e-009,0.0667279,0.0667279
0.1957120377,-10.3872,4.31166,-1.25305e-009,0.0638024,0.0638024
0.1957134557,-10.3692,4.32399,-5.3108e-010,0.0586948,0.0586948
0.1957136415,-10.3653,4.32561,-4.28599e-010,0.0580255,0.0580255
0.1957140131,-10.3532,4.32884,-2.12597e-010,0.0566832,0.0566832
0.195714106,-10.3501,4.32965,-1.55196e-010,0.0563477,0.0563477
0.1957142918,-10.3382,4.33126,-3.62211e-011,0.0556765,0.0556765
0.1957143383,-10.3353,4.33167,-5.26921e-012,0.0555087,0.0555087
0.1957144312,-10.3252,4.33247,5.69655e-011,0.0551732,0.0551732
0.195714546,-10.3025,4.33347,1.33076e-010,0.0547584,0.0547584
0.1957146381,-10.2575,4.33461,1.76689e-010,0.0544257,0.0544257
0.1957147392,-10.1391,4.33586,1.82867e-010,0.0540605,0.0540605
0.1957148496,-9.88434,4.33769,1.76259e-010,0.0536618,0.0536618
0.1957149962,-9.12254,4.34131,1.58941e-010,0.0531332,0.0531332
0.1957151283,-7.86764,4.34544,1.42849e-010,0.0526569,0.0526569
0.1957152205,-6.78099,4.34738,1.41646e-010,0.0523198,0.0523198
0.1957153312,-5.39438,4.34804,1.41108e-010,0.0519148,0.0519148
0.1957154707,-3.61854,4.34887,1.41759e-010,0.0514049,0.0514049
0.1957156181,-1.73206,4.34908,1.41748e-010,0.0508695,0.0508695
0.1957157977,0.567384,4.34934,1.4179e-010,0.0502176,0.0502176
0.1957161441,5.00524,4.34873,1.41814e-010,0.04896,0.04896
0.1957164544,8.98029,4.34691,1.41723e-010,0.0478336,0.0478336
0.1957164986,9.54713,4.34665,1.41719e-010,0.0476729,0.0476729
0.1957165374,10.0431,4.34643,1.41756e-010,0.0475324,0.0475324
0.1957165484,10.1846,4.34636,1.4233e-010,0.0474922,0.0474922
0.1957165705,10.3409,4.34447,3.82418e-010,0.0474001,0.0474001
0.1957165957,10.3715,4.34127,9.28942e-010,0.0472954,0.0472954
0.1957166169,10.3839,4.33857,1.40675e-009,0.0472169,0.0472169
0.1957166389,10.3923,4.33737,1.90555e-009,0.0471353,0.0471353
0.1957166658,10.3992,4.33591,2.51192e-009,0.047047,0.047047
0.1957166914,10.4056,4.3358,3.08074e-009,0.0469632,0.0469632
0.1957167182,10.4099,4.3357,3.66797e-009,0.0468755,0.0468755
0.1957167462,10.4144,4.33558,4.27018e-009,0.0467775,0.0467775
0.1957167812,10.4183,4.33544,5.01126e-009,0.0466547,0.0466547
0.1957168158,10.4222,4.3353,5.72812e-009,0.0465281,0.0465281
0.195716866,10.426,4.33486,6.7422e-009,0.0463443,0.0463443
0.1957169468,10.432,4.33415,8.30675e-009,0.0460487,0.0460487
0.1957170387,10.4363,4.33335,9.98971e-009,0.0457168,0.0457168
0.1957171411,10.4411,4.33246,1.17495e-008,0.0453472,0.0453472
0.1957173325,10.4471,4.33078,1.47439e-008,0.0446558,0.0446558
0.1957176614,10.454,4.32791,1.91034e-008,0.0434681,0.0434681
0.1957180449,10.459,4.32456,2.31427e-008,0.0420833,0.0420833
0.1957188118,10.4649,4.31785,2.88139e-008,0.0393183,0.0393183
0.1957203457,10.4702,4.30445,3.46565e-008,0.0338019,0.0338019
0.1957219425,10.4707,4.29049,3.67444e-008,0.0280781,0.0280781
0.195724331,10.4713,4.26962,3.73544e-008,0.0195529,0.0195529
0.195727114,10.4713,4.24534,3.71588e-008,0.00967453,0.00967453
0.1957317745,10.4712,4.20467,3.68733e-008,-0.00673589,-0.00673589
0.1957394467,10.4712,4.13773,3.67664e-008,-0.0333908,-0.0333908
0.1957547912,10.4711,4.00385,3.67739e-008,-0.0853569,-0.0853569
0.1957854802,10.4708,3.73607,3.6789e-008,-0.183923,-0.183923
0.1958468583,10.4708,3.20053,3.67891e-008,-0.359682,-0.359682
0.1959696143,10.4708,2.12944,3.67892e-008,-0.626397,-0.626397
0.1962151264,10.4708,-0.0127278,3.67894e-008,-0.82609,-0.82609
0.1963973865,10.4708,-1.60299,3.67896e-008,-0.690878,-0.690878
0.1964429515,10.4708,-2.00055,3.67896e-008,-0.612145,-0.612145
0.1965340815,10.4708,-2.79568,3.67897e-008,-0.419503,-0.419503
0.196556864,10.4708,-2.99446,3.67897e-008,-0.361838,-0.361838
0.196602429,10.4692,-3.39203,3.45871e-008,-0.23779,-0.23779
0.1966441957,10.4607,-3.75581,2.49026e-008,-0.112259,-0.112259
0.196688916,10.4357,-4.14532,9.46291e-009,0.0352658,0.0352658
0.1966950876,10.4275,-4.19907,7.03536e-009,0.0568232,0.0568232
0.1967074307,10.3913,-4.3061,1.87771e-009,0.100566,0.100566
0.1967078164,10.388,-4.30945,1.70711e-009,0.10195,0.10195
0.1967085878,10.3816,-4.31613,1.3518e-009,0.104719,0.104719
0.1967095587,10.3672,-4.32455,8.56638e-010,0.108204,0.108204
0.1967097141,10.3628,-4.3259,7.71071e-010,0.108762,0.108762
0.1967100248,10.354,-4.32859,5.91894e-010,0.109877,0.109877
0.1967101024,10.3502,-4.32927,5.44668e-010,0.110155,0.110155
0.1967102578,10.3424,-4.33062,4.4752e-010,0.110713,0.110713
0.1967104292,10.3271,-4.3321,3.33542e-010,0.111328,0.111328
0.1967104676,10.3218,-4.33243,3.07493e-010,0.111466,0.111466
0.1967105443,10.3068,-4.33327,2.57563e-010,0.111741,0.111741
0.1967106302,10.2736,-4.33421,2.11863e-010,0.112049,0.112049
0.1967107248,10.1856,-4.33525,1.97291e-010,0.112389,0.112389
0.196710829,9.99379,-4.33721,2.02713e-010,0.112764,0.112764
0.1967109676,9.43511,-4.33983,2.21627e-010,0.113262,0.113262
0.1967111039,8.31818,-4.34386,2.66972e-010,0.113752,0.113752
0.1967111919,7.33176,-4.34647,3.18435e-010,0.114068,0.114068
0.1967113133,5.82994,-4.34812,4.03873e-010,0.114508,0.114508
0.1967114362,4.2576,-4.34845,4.92982e-010,0.114953,0.114953
0.1967115646,2.59981,-4.3488,5.8706e-010,0.115418,0.115418
0.1967117344,0.39911,-4.34926,7.11849e-010,0.116032,0.116032
0.196711965,-2.60278,-4.34922,8.81981e-010,0.116867,0.116867
0.1967124263,-8.6468,-4.34738,1.22438e-009,0.118537,0.118537
0.1967126326,-10.3914,-4.34219,-3.55453e-010,0.119286,0.119286
0.1967128671,-10.4272,-4.33272,-5.42159e-009,0.120138,0.120138
0.1967129401,-10.4315,-4.33305,-6.87968e-009,0.120395,0.120395
0.1967130094,-10.4355,-4.33337,-8.20373e-009,0.120639,0.120639
0.1967130511,-10.438,-4.33302,-8.97278e-009,0.120786,0.120786
0.1967131191,-10.4405,-4.33243,-1.01829e-008,0.12103,0.12103
0.1967131874,-10.4429,-4.33185,-1.13459e-008,0.121276,0.121276
0.1967132717,-10.446,-4.33113,-1.27107e-008,0.121579,0.121579
0.1967133643,-10.4482,-4.33033,-1.41257e-008,0.121913,0.121913
0.1967135226,-10.452,-4.32898,-1.63563e-008,0.122482,0.122482
0.1967138394,-10.4564,-4.32626,-2.01913e-008,0.123622,0.123622
0.1967141307,-10.4604,-4.32376,-2.30811e-008,0.12467,0.12467
0.1967147133,-10.4647,-4.31868,-2.74745e-008,0.126758,0.126758
0.1967158784,-10.4693,-4.30851,-3.27171e-008,0.130934,0.130934
0.1967176139,-10.4717,-4.29337,-3.59738e-008,0.137132,0.137132
0.1967196901,-10.4717,-4.27525,-3.69173e-008,0.144516,0.144516
0.196722561,-10.4717,-4.2502,-3.68705e-008,0.154671,0.154671
0.1967264724,-10.4717,-4.21607,-3.65908e-008,0.168407,0.168407
0.1967333678,-10.4717,-4.1559,-3.64261e-008,0.192337,0.192337
0.1967471586,-10.4717,-4.03557,-3.64149e-008,0.239112,0.239112
0.1967747403,-10.4717,-3.79489,-3.64362e-008,0.328326,0.328326
0.1968289772,-10.4716,-3.32163,-3.64404e-008,0.48696,0.48696
0.1969374509,-10.4715,-2.3751,-3.6449e-008,0.737898,0.737898
0.1971543985,-10.4713,-0.482062,-3.64662e-008,0.978245,0.978245
0.1975882935,-10.4694,3.3037,-3.55196e-008,0.44238,0.44238
0.1975983058,-10.4694,3.39106,-3.43285e-008,0.413676,0.413676
0.1976183304,-10.4663,3.56577,-3.04374e-008,0.354591,0.354591
0.1976583795,-10.4537,3.9147,-1.86748e-008,0.228393,0.228393
0.1976645959,-10.45,3.96886,-1.64922e-008,0.207706,0.207706
0.1976770287,-10.4425,4.07718,-1.19961e-008,0.165691,0.165691
0.1977018944,-10.4002,4.293,-2.18422e-009,0.0785942,0.0785942
0.1977026714,-10.3952,4.29974,-1.85093e-009,0.0758001,0.0758001
0.1977042255,-10.3852,4.31323,-1.14704e-009,0.0702118,0.0702118
0.197704614,-10.3803,4.3166,-9.59361e-010,0.0688148,0.0688148
0.1977053911,-10.3704,4.32334,-5.63273e-010,0.0660093,0.0660093
0.1977055587,-10.3663,4.3248,-4.72517e-010,0.0654041,0.0654041
0.1977058939,-10.3583,4.32771,-2.83305e-010,0.0641939,0.0641939
0.1977059777,-10.355,4.32844,-2.33634e-010,0.0638913,0.0638913
0.1977061453,-10.3483,4.32989,-1.31462e-010,0.0632862,0.0632862
0.1977063848,-10.3306,4.33197,2.65332e-011,0.0624214,0.0624214
0.1977064245,-10.3259,4.33231,5.35337e-011,0.0622783,0.0622783
0.1977065038,-10.3129,4.33314,1.06282e-010,0.0619919,0.0619919
0.1977065955,-10.2839,4.33411,1.60389e-010,0.0616609,0.0616609
0.1977066872,-10.2124,4.33507,1.83315e-010,0.0613298,0.0613298
0.1977067948,-10.0359,4.33695,1.80178e-010,0.0609412,0.0609412
0.1977069201,-9.60719,4.33914,1.69517e-010,0.0604887,0.0604887
0.197707064,-8.55942,4.34336,1.48879e-010,0.059969,0.059969
0.1977071628,-7.49706,4.34626,1.41859e-010,0.0596123,0.0596123
0.1977072937,-5.90488,4.34817,1.4161e-010,0.0591345,0.0591345
0.1977074115,-4.41116,4.34848,1.41745e-010,0.0587039,0.0587039
0.1977075424,-2.73891,4.34883,1.41777e-010,0.0582258,0.0582258
0.1977077119,-0.570595,4.34927,1.41774e-010,0.0576106,0.0576106
0.1977079311,2.23732,4.34925,1.4177e-010,0.0568144,0.0568144
0.1977083696,7.85515,4.3473,1.41762e-010,0.055222,0.055222
0.1977085075,9.62199,4.34669,1.41737e-010,0.0547212,0.0547212
0.1977085688,10.3282,4.34541,2.88965e-010,0.0544954,0.0544954
0.1977086104,10.3789,4.34014,1.18711e-009,0.0543234,0.0543234
0.1977086467,10.3939,4.33711,2.00759e-009,0.0541941,0.0541941
0.1977086728,10.4001,4.33635,2.59282e-009,0.0541011,0.0541011
0.1977087025,10.4071,4.33548,3.25049e-009,0.0540028,0.0540028
0.1977087379,10.4123,4.33538,4.02011e-009,0.0538857,0.0538857
0.1977087683,10.4168,4.33529,4.6698e-009,0.053778,0.053778
0.1977088072,10.4207,4.33518,5.48216e-009,0.0536404,0.0536404
0.197708843,10.4243,4.33508,6.21523e-009,0.0535093,0.0535093
0.1977088983,10.4281,4.33459,7.31264e-009,0.0533072,0.0533072
0.19770898,10.4337,4.33388,8.86396e-009,0.0530088,0.0530088
0.1977090692,10.4376,4.3331,1.04672e-008,0.0526867,0.0526867
0.1977091809,10.4424,4.33213,1.23489e-008,0.0522832,0.0522832
0.1977093992,10.4487,4.33022,1.56555e-008,0.0514948,0.0514948
0.1977096877,10.4543,4.3277,1.93674e-008,0.0504531,0.0504531
0.1977101731,10.4603,4.32345,2.42593e-008,0.0487,0.0487
0.197711144,10.4667,4.31497,3.05783e-008,0.0452009,0.0452009
0.1977127066,10.4708,4.30132,3.5371e-008,0.0395842,0.0395842
0.1977144552,10.4708,4.28603,3.70375e-008,0.0333207,0.0333207
0.1977169181,10.4708,4.26451,3.73376e-008,0.0245385,0.0245385
0.1977200051,10.4708,4.23758,3.70839e-008,0.0135961,0.0135961
0.1977251465,10.4708,4.19272,3.68321e-008,-0.00446705,-0.00446705
0.1977346946,10.4708,4.10941,3.67605e-008,-0.037478,-0.037478
0.1977537907,10.4708,3.94279,3.67797e-008,-0.101419,-0.101419
0.1977890804,10.4708,3.63487,3.679e-008,-0.212298,-0.212298
0.1978596597,10.4708,3.01905,3.67899e-008,-0.405835,-0.405835
0.1980008184,10.4708,1.78739,3.67899e-008,-0.681073,-0.681073
0.1982831358,10.4708,-0.675917,3.67898e-008,-0.792493,-0.792493
0.1983537151,10.4708,-1.29174,3.67898e-008,-0.711524,-0.711524
0.1984948738,10.4708,-2.5234,3.67897e-008,-0.464751,-0.464751
0.1985301634,10.4708,-2.83131,3.67897e-008,-0.380163,-0.380163
0.1986007428,10.4684,-3.4468,3.34773e-008,-0.190062,-0.190062
0.1986516504,10.4551,-3.89075,1.99866e-008,-0.033155,-0.033155
0.1986997674,10.3891,-4.30824,1.74162e-009,0.13116,0.13116
0.1987006502,10.3808,-4.3159,1.33453e-009,0.134327,0.134327
0.1987008708,10.3787,-4.31781,1.23057e-009,0.135118,0.135118
0.1987013122,10.3727,-4.32164,1.01507e-009,0.136702,0.136702
0.1987019594,10.3575,-4.32726,6.65352e-010,0.139023,0.139023
0.1987020486,10.3554,-4.32803,6.1356e-010,0.139343,0.139343
0.1987022269,10.3478,-4.32958,5.0676e-010,0.139983,0.139983
0.1987024519,10.3317,-4.33153,3.60958e-010,0.14079,0.14079
0.1987024951,10.3268,-4.3319,3.31903e-010,0.140945,0.140945
0.1987025815,10.3131,-4.33265,2.74942e-010,0.141255,0.141255
0.1987026706,10.2859,-4.33363,2.22374e-010,0.141575,0.141575
0.198702761,10.2194,-4.33462,1.97832e-010,0.141899,0.141899
0.1987028704,10.0463,-4.33649,2.01028e-010,0.142292,0.142292
0.1987029914,9.65211,-4.33856,2.13996e-010,0.142726,0.142726
0.198703138,8.62106,-4.34284,2.53567e-010,0.143253,0.143253
0.1987032423,7.50836,-4.34588,3.08342e-010,0.143627,0.143627
0.1987033609,6.06081,-4.34773,3.90719e-010,0.144056,0.144056
0.198703484,4.4933,-4.3481,4.79566e-010,0.144501,0.144501
0.1987036107,2.85882,-4.34849,5.72331e-010,0.144959,0.144959
0.1987037832,0.624601,-4.34901,6.9903e-010,0.145583,0.145583
0.1987039892,-2.05437,-4.34905,8.50868e-010,0.146328,0.146328
0.1987044011,-7.44491,-4.3475,1.15638e-009,0.147818,0.147818
0.1987044307,-7.83449,-4.34739,1.17835e-009,0.147925,0.147925
0.1987044899,-8.61367,-4.34716,1.22238e-009,0.148139,0.148139
0.1987046084,-10.1746,-4.34602,1.31046e-009,0.148568,0.148568
0.1987046194,-10.2965,-4.34591,1.27427e-009,0.148613,0.148613
0.1987046413,-10.3584,-4.34287,8.48219e-010,0.148704,0.148704
0.1987046671,-10.3795,-4.33927,2.52817e-010,0.148811,0.148811
0.1987046894,-10.3897,-4.3372,-2.67807e-010,0.148885,0.148885
0.1987047128,-10.3964,-4.3363,-8.10878e-010,0.148963,0.148963
0.1987047381,-10.4036,-4.33532,-1.39387e-009,0.149048,0.149048
0.1987047725,-10.4095,-4.33525,-2.176e-009,0.149163,0.149163
0.198704801,-10.4144,-4.33519,-2.81086e-009,0.149258,0.149258
0.1987048332,-10.4181,-4.33512,-3.51548e-009,0.149374,0.149374
0.1987048674,-10.4221,-4.33505,-4.24875e-009,0.149497,0.149497
0.1987049103,-10.4256,-4.33467,-5.14777e-009,0.149651,0.149651
0.1987049763,-10.4309,-4.33409,-6.48443e-009,0.149889,0.149889
0.1987050519,-10.4348,-4.33343,-7.94748e-009,0.150161,0.150161
0.1987051429,-10.4396,-4.33264,-9.61491e-009,0.150488,0.150488
0.1987052745,-10.4435,-4.33149,-1.18593e-008,0.150962,0.150962
0.1987055377,-10.4513,-4.32919,-1.58166e-008,0.151909,0.151909
0.1987058055,-10.456,-4.32685,-1.92043e-008,0.152873,0.152873
0.1987063412,-10.462,-4.32216,-2.44699e-008,0.154793,0.154793
0.1987074125,-10.4683,-4.3128,-3.10035e-008,0.158633,0.158633
0.1987089645,-10.4716,-4.29923,-3.5275e-008,0.164166,0.164166
0.1987108213,-10.4716,-4.283,-3.67925e-008,0.170786,0.170786
0.1987133129,-10.4716,-4.26126,-3.69704e-008,0.179613,0.179613
0.1987166185,-10.4716,-4.23242,-3.66939e-008,0.191251,0.191251
0.1987220286,-10.4716,-4.18521,-3.6462e-008,0.210118,0.210118
0.1987328487,-10.4716,-4.09079,-3.64064e-008,0.247184,0.247184
0.1987544891,-10.4716,-3.90196,-3.64301e-008,0.318646,0.318646
0.1987930498,-10.4715,-3.56548,-3.64411e-008,0.437179,0.437179
0.1988701713,-10.4715,-2.89253,-3.64466e-008,0.640589,0.640589
0.1990244142,-10.4714,-1.54663,-3.64577e-008,0.91416,0.91416
0.1993329,-10.4711,1.14508,-3.64797e-008,0.939076,0.939076
0.1994100215,-10.4711,1.81801,-3.64852e-008,0.815971,0.815971
0.1995642644,-10.47,3.16386,-3.64935e-008,0.469182,0.469182
0.1995853711,-10.4699,3.34803,-3.49935e-008,0.409439,0.409439
0.1996275846,-10.4621,3.71586,-2.59e-008,0.282504,0.282504
0.1996682787,-10.4432,4.07045,-1.23175e-008,0.149231,0.149231
0.1996740372,-10.4382,4.12063,-1.01322e-008,0.129386,0.129386
0.1996855541,-10.4234,4.22059,-5.66203e-009,0.0891459,0.0891459
0.1996884334,-10.4178,4.24558,-4.50618e-009,0.0789375,0.0789375
0.1996941918,-10.399,4.29556,-2.08311e-009,0.0583841,0.0583841
0.1996956314,-10.3897,4.30806,-1.42803e-009,0.053206,0.053206
0.1996959914,-10.3874,4.31118,-1.26136e-009,0.0519115,0.0519115
0.1996967112,-10.3803,4.31743,-9.16992e-010,0.0493225,0.0493225
0.1996975973,-10.3652,4.32512,-4.52874e-010,0.0461254,0.0461254
0.1996977396,-10.3628,4.32636,-3.73059e-010,0.0456122,0.0456122
0.1996980241,-10.3531,4.32883,-2.06692e-010,0.0445858,0.0445858
0.1996980952,-10.3507,4.32945,-1.63053e-010,0.0443292,0.0443292
0.1996982374,-10.3431,4.33068,-7.35063e-011,0.043816,0.043816
0.1996984364,-10.3245,4.3326,6.03759e-011,0.0430977,0.0430977
0.1996985586,-10.2977,4.33377,1.42112e-010,0.0426566,0.0426566
0.1996986665,-10.2271,4.33481,1.8245e-010,0.0422671,0.0422671
0.1996987805,-10.0461,4.33677,1.80452e-010,0.0418554,0.0418554
0.1996988996,-9.6585,4.33882,1.70732e-010,0.0414254,0.0414254
0.199699051,-8.58562,4.3432,1.50265e-010,0.0408791,0.0408791
0.1996991538,-7.48503,4.34618,1.41858e-010,0.0405078,0.0405078
0.1996992847,-5.89287,4.34809,1.41608e-010,0.0400284,0.0400284
0.1996994054,-4.36525,4.34841,1.41746e-010,0.0395868,0.0395868
0.1996995374,-2.6791,4.34875,1.41777e-010,0.0391077,0.0391077
0.1996997091,-0.481679,4.3492,1.41774e-010,0.0384845,0.0384845
0.1996999308,2.35721,4.34916,1.41769e-010,0.03768,0.03768
0.1997003741,8.03679,4.34747,1.41761e-010,0.0360709,0.0360709
0.1997006233,10.3871,4.34288,1.57166e-009,0.0351598,0.0351598
0.1997008005,10.4205,4.33412,5.36097e-009,0.0345118,0.0345118
0.1997008682,10.4258,4.334,6.7288e-009,0.0342759,0.0342759
0.1997009352,10.4311,4.33389,8.03017e-009,0.0340422,0.0340422
0.1997009733,10.4331,4.33382,8.74757e-009,0.0339035,0.0339035
0.1997010263,10.4358,4.33336,9.71428e-009,0.033711,0.033711
0.1997010845,10.4387,4.33285,1.07391e-008,0.0334995,0.0334995
0.1997011651,10.4416,4.33215,1.20949e-008,0.0332066,0.0332066
0.1997012605,10.4449,4.33132,1.36097e-008,0.0328624,0.0328624
0.1997013819,10.4477,4.33026,1.54075e-008,0.0324239,0.0324239
0.1997016249,10.4532,4.32814,1.86059e-008,0.0315469,0.0315469
0.1997019197,10.4564,4.32557,2.18673e-008,0.0304829,0.0304829
0.1997025092,10.4628,4.32043,2.68202e-008,0.0283599,0.0283599
0.1997036883,10.4684,4.31014,3.27042e-008,0.0241138,0.0241138
0.1997053172,10.471,4.29594,3.6137e-008,0.018269,0.018269
0.1997073315,10.471,4.27837,3.72513e-008,0.0110692,0.0110692
0.1997100042,10.471,4.25505,3.72581e-008,0.00156412,0.00156412
0.1997137046,10.471,4.22276,3.69742e-008,-0.0115064,-0.0115064
0.1997199251,10.471,4.16849,3.67899e-008,-0.0332428,-0.0332428
0.1997323661,10.471,4.05994,3.6765e-008,-0.0758316,-0.0758316
0.199757248,10.471,3.84283,3.67856e-008,-0.157479,-0.157479
0.1998043047,10.471,3.43225,3.6787e-008,-0.299065,-0.299065
0.1998984182,10.4709,2.61108,3.67898e-008,-0.532212,-0.532212
0.2000866453,10.4709,0.968745,3.67898e-008,-0.800892,-0.800892
0.2004630993,10.4709,-2.31593,3.67897e-008,-0.567201,-0.567201
0.2005572128,10.4708,-3.13709,3.67897e-008,-0.318214,-0.318214
0.2005807412,10.4698,-3.34239,3.53916e-008,-0.252098,-0.252098
0.200627798,10.4608,-3.75272,2.50359e-008,-0.110611,-0.110611
