"FREQ","seno"
8140,0.000172724
8150,0.000187148
8160,0.000171093
8170,0.000172002
8180,0.000198409
8190,0.000221754
8200,0.000167076
8210,0.000194899
8220,0.000225583
8230,0.000219105
8240,0.000235025
8250,0.000232622
8260,0.000241007
8270,0.00022962
8280,0.000202991
8290,0.000248569
8300,0.000857717
8310,0.00122608
8320,0.000459281
8330,0.000204527
8340,0.000192111
8350,0.000234848
8360,0.000268472
8370,0.000251219
8380,0.000205768
8390,0.000206787
8400,0.000219495
8410,0.000196686
8420,0.000194222
8430,0.000193989
8440,0.000222111
8450,0.000213585
8460,0.000216892
8470,0.000183579
8480,0.000206153
8490,0.00025727
8500,0.000231595
8510,0.000180002
8520,0.000159804
8530,0.000200696
8540,0.000205803
8550,0.000202098
8560,0.000244222
8570,0.00022561
8580,0.000207515
8590,0.000230301
8600,0.000199876
8610,0.000165556
8620,0.00015874
8630,0.00018566
8640,0.000176717
8650,0.000150667
8660,0.000180583
8670,0.000177346
8680,0.000179917
8690,0.000196072
8700,0.000185838
8710,0.000190404
8720,0.000209615
8730,0.000189481
8740,0.00019553
8750,0.000235182
8760,0.000233148
8770,0.000219331
8780,0.000221436
8790,0.000209989
8800,0.000522572
8810,0.0010988
8820,0.000682755
8830,0.00018442
8840,0.000207205
8850,0.000186167
8860,0.000198673
8870,0.000208488
8880,0.000147514
8890,0.000160068
8900,0.000165192
8910,0.000194337
8920,0.000200454
8930,0.000188448
8940,0.000195889
8950,0.000203735
8960,0.000227548
8970,0.00019618
8980,0.000163226
8990,0.000184969
9000,0.000185122
9010,0.000204431
9020,0.000186433
9030,0.000170248
9040,0.000176908
9050,0.00018095
9060,0.000205859
9070,0.000233905
9080,0.000215129
9090,0.000235984
9100,0.000207855
9110,0.000187799
9120,0.000178677
9130,0.000196856
9140,0.000194462
9150,0.000199879
9160,0.000195848
9170,0.000167209
9180,0.000158782
9190,0.000168283
9200,0.000180686
9210,0.000180621
9220,0.000206541
9230,0.000172138
9240,0.000172281
9250,0.000218339
9260,0.000234833
9270,0.000229246
9280,0.000198799
9290,0.000155815
9300,0.000202299
9310,0.00030538
9320,0.000302404
9330,0.000211379
9340,0.000198156
9350,0.000182225
9360,0.000149004
9370,0.000174308
9380,0.000169334
9390,0.000147688
9400,0.000160569
9410,0.000156613
9420,0.00015696
9430,0.000169436
9440,0.000138959
9450,0.000165047
9460,0.000185461
9470,0.000205466
9480,0.000161089
9490,0.000173615
9500,0.000176496
9510,0.000172233
9520,0.000151251
9530,0.000140552
9540,0.000171095
9550,0.000187832
9560,0.000159457
9570,0.000166761
9580,0.000179042
9590,0.00016443
9600,0.000179574
9610,0.000165726
9620,0.000166322
9630,0.000161774
9640,0.000144949
9650,0.0001752
9660,0.000194655
9670,0.000165245
9680,0.000164118
9690,0.000132195
9700,0.00015099
9710,0.00014357
9720,0.000208923
9730,0.000210785
9740,0.000187321
9750,0.000169905
9760,0.000218477
9770,0.000223136
9780,0.000204231
9790,0.000180192
9800,0.000196049
9810,0.000268871
9820,0.000352643
9830,0.00023974
9840,0.000185226
9850,0.000153193
9860,0.000183087
9870,0.000216772
9880,0.000190319
9890,0.000177544
9900,0.000170168
9910,0.000198281
9920,0.000172935
9930,0.000145838
9940,0.000151556
9950,0.000178577
9960,0.00017852
9970,0.000156329
9980,0.000144727
9990,0.00019039
10000,0.00021828
10010,0.000178194
10020,0.000143933
10030,0.000160082
10040,0.000214047
10050,0.000206718
10060,0.00016676
10070,0.000194598
10080,0.000195124
10090,0.000196004
10100,0.00020501
10110,0.000181832
10120,0.000137289
10130,0.000133987
10140,0.000152133
10150,0.000131061
10160,0.000155644
10170,0.000149101
10180,0.0001536
10190,0.000177621
10200,0.000194574
10210,0.000155331
10220,0.000139994
10230,0.000174567
10240,0.000170438
10250,0.00019433
10260,0.000200905
10270,0.000205409
10280,0.000194666
10290,0.000181896
10300,0.000183663
10310,0.000204288
10320,0.000228974
10330,0.000203409
10340,0.000170205
10350,0.000149664
10360,0.000176396
10370,0.000209286
10380,0.000204571
10390,0.000195668
10400,0.000163436
10410,0.000178791
10420,0.000167114
10430,0.00016189
10440,0.000165859
10450,0.000177417
10460,0.000171191
10470,0.00017942
10480,0.000167403
10490,0.000146619
10500,0.000200666
10510,0.000197365
10520,0.000174642
10530,0.000134805
10540,0.000136945
10550,0.000167491
10560,0.000167638
10570,0.000189319
10580,0.000201525
10590,0.000173014
10600,0.000187272
10610,0.000176151
10620,0.000131575
10630,0.000144137
10640,0.000135166
10650,0.000156694
10660,0.000132917
10670,0.000159846
10680,0.000149715
10690,0.000150324
10700,0.000142826
10710,0.00015127
10720,0.00014874
10730,0.000160118
10740,0.000157833
10750,0.00015342
10760,0.000176976
10770,0.00019332
10780,0.00018102
10790,0.000195307
10800,0.000173186
10810,0.000226826
10820,0.000550126
10830,0.000565122
10840,0.000191569
10850,0.0001492
10860,0.000167729
10870,0.000134101
10880,0.000170215
10890,0.00014149
10900,0.000127829
10910,0.000152556
10920,0.000138218
10930,0.00014837
10940,0.000150875
10950,0.00013162
10960,0.000149136
10970,0.000183017
10980,0.000171033
10990,0.000137387
11000,0.000130337
11010,0.000132666
11020,0.000155966
11030,0.000163562
11040,0.000144001
11050,0.00014812
11060,0.000145037
11070,0.000141785
11080,0.000164972
11090,0.000181137
11100,0.000178067
11110,0.000169949
11120,0.000145939
11130,0.000143372
11140,0.000162085
11150,0.000146371
11160,0.000165663
11170,0.00015676
11180,0.000146361
11190,0.000123916
11200,0.000123083
11210,0.000135883
11220,0.00013175
11230,0.000166135
11240,0.000163568
11250,0.00014119
11260,0.000163854
11270,0.000175024
11280,0.000188827
11290,0.000157698
11300,0.00013257
11310,0.000131009
11320,0.000303919
11330,0.000484764
11340,0.000254075
11350,0.000149143
11360,0.000147935
11370,0.000124611
11380,0.000131557
11390,0.000139744
11400,0.000138116
11410,0.000121795
11420,0.000129752
11430,0.000111414
11440,0.000129913
11450,0.000110682
11460,0.000115526
11470,0.000130637
11480,0.000141386
11490,0.00014384
11500,0.000128398
11510,0.000148846
11520,0.000127629
11530,0.000123092
11540,0.000114545
11550,0.000130378
11560,0.000157327
11570,0.000136618
11580,0.000130462
11590,0.000140058
11600,0.000133221
11610,0.000137838
11620,0.000128567
11630,0.000103944
11640,0.000117299
11650,0.000120816
11660,0.00011941
11670,0.000142417
11680,0.000137987
11690,0.000136735
11700,0.000114791
11710,0.000110114
11720,0.000117677
11730,0.000134714
11740,0.000174146
11750,0.000150653
11760,0.000137789
11770,0.000150776
11780,0.000175101
11790,0.000164311
11800,0.000153875
11810,0.00015231
11820,0.000180319
11830,0.00034221
11840,0.000268943
11850,0.000155429
11860,0.000121226
11870,0.000131294
11880,0.000176539
11890,0.000157293
11900,0.000145567
11910,0.000125601
11920,0.000151032
11930,0.000155723
11940,0.00011655
11950,0.000111769
11960,0.000128716
11970,0.000135991
11980,0.000118794
11990,0.000118128
12000,0.000129926
12010,0.000167343
12020,0.000153884
12030,0.000122449
12040,0.000125269
12050,0.000166178
12060,0.000173527
12070,0.000140653
12080,0.000153425
12090,0.000172079
12100,0.000159112
12110,0.000167157
12120,0.000161558
12130,0.000119998
12140,0.000110952
12150,0.000108846
12160,0.000114326
12170,0.000113109
12180,0.000120661
12190,0.000120195
12200,0.000144038
12210,0.000148217
12220,0.000135882
12230,0.000118096
12240,0.000134779
12250,0.000138489
12260,0.000147009
12270,0.000162501
12280,0.000158063
12290,0.000156369
12300,0.000148766
12310,0.000131087
12320,0.00015682
12330,0.000272319
12340,0.00031987
12350,0.000163941
12360,0.000102204
12370,0.000123704
12380,0.000154037
12390,0.000162066
12400,0.000160648
12410,0.000145168
12420,0.000143685
12430,0.000129381
12440,0.000129907
12450,0.000152421
12460,0.000149012
12470,0.000149128
12480,0.000138759
12490,0.000149802
12500,0.00011437
12510,0.000136762
12520,0.000160731
12530,0.000149113
12540,0.000137887
12550,0.000110789
12560,0.000129973
12570,0.000132162
12580,0.000147429
12590,0.000168819
12600,0.000148818
12610,0.000138063
12620,0.000141865
12630,0.000110544
12640,0.000120022
12650,0.000117473
12660,0.000122539
12670,0.000122015
12680,0.000116438
12690,0.000135952
12700,0.000128672
12710,0.00011116
12720,0.00012578
12730,0.000128664
12740,0.000123823
12750,0.000133145
12760,0.000129611
12770,0.000132289
12780,0.000148674
12790,0.000152165
12800,0.00014871
12810,0.000154676
12820,0.000146122
12830,0.000161961
12840,0.000181468
12850,0.000146889
12860,9.92773e-005
12870,0.000131796
12880,0.000112354
12890,0.000128874
12900,0.000122887
12910,9.98411e-005
12920,0.000128148
12930,0.000116908
12940,0.000114836
12950,0.000117783
12960,0.000104031
12970,9.97849e-005
12980,0.000130365
12990,0.000145106
13000,0.000112301
13010,0.000111582
13020,0.000115681
13030,0.000114288
13040,0.00012806
13050,0.000118075
13060,0.000117584
13070,0.000124866
13080,9.49103e-005
13090,0.000104596
13100,0.000130072
13110,0.000129357
13120,0.000123133
13130,0.000115581
13140,0.000111539
13150,0.000126397
13160,0.000120814
13170,0.000113315
13180,0.000122908
13190,0.000113438
13200,0.0001006
13210,0.000106954
13220,0.000102504
13230,0.000114704
13240,0.000119582
13250,0.00014732
13260,0.00013064
13270,0.000130131
13280,0.000141281
13290,0.000138691
13300,0.000131507
13310,0.000108507
13320,9.09199e-005
13330,0.000120858
13340,0.000187343
13350,0.000158441
13360,0.00012455
13370,0.000110609
13380,9.60031e-005
13390,0.000106507
13400,0.000107993
13410,0.00011701
13420,9.71811e-005
13430,0.000100667
13440,9.61553e-005
13450,9.70284e-005
13460,8.96238e-005
13470,8.19617e-005
13480,9.60483e-005
13490,0.000100181
13500,0.000113729
13510,0.000112808
13520,0.000115346
13530,0.000110551
13540,0.000103085
13550,9.23251e-005
13560,0.000110194
13570,0.000122073
13580,0.000120956
13590,9.98688e-005
13600,0.00010988
13610,0.000117718
13620,0.000112995
13630,0.000104664
13640,7.43412e-005
13650,8.74456e-005
13660,0.000105624
13670,8.82926e-005
13680,0.000104023
13690,0.000109405
13700,0.000103081
13710,9.55932e-005
13720,8.48457e-005
13730,0.00010679
13740,9.67063e-005
13750,0.000123881
13760,0.000125335
13770,0.000107415
13780,0.000111432
13790,0.000124319
13800,0.000122708
13810,0.000125321
13820,0.000109998
13830,0.000120745
13840,0.000272766
13850,0.000338474
13860,0.000160925
13870,9.84959e-005
13880,9.3439e-005
13890,0.000118966
13900,0.000139025
13910,0.000119627
13920,9.49199e-005
13930,0.000105803
13940,0.000112903
13950,8.94458e-005
13960,9.07501e-005
13970,8.82747e-005
13980,0.000103826
13990,9.28108e-005
14000,9.01845e-005
14010,0.000106619
14020,0.000117061
14030,0.000126539
14040,0.00010662
14050,0.000101354
14060,0.000119605
14070,0.000131495
14080,0.000113875
14090,0.000111082
14100,0.000136665
14110,0.000121241
14120,0.000120921
14130,0.000131001
14140,0.000107586
14150,9.1831e-005
14160,9.49588e-005
14170,9.7559e-005
14180,8.2466e-005
14190,8.66629e-005
14200,8.79898e-005
14210,9.49627e-005
14220,0.000106775
14230,0.000109844
14240,9.42044e-005
14250,0.000103995
14260,0.000111153
14270,0.000109104
14280,0.000115946
14290,0.000123015
14300,0.00012153
14310,0.00012015
14320,0.000115614
14330,0.000112614
14340,0.000200527
14350,0.000380113
14360,0.000224834
14370,9.39438e-005
14380,8.46987e-005
14390,0.000113652
14400,0.000128594
14410,0.00012575
14420,0.000123748
14430,0.000123295
14440,0.000102325
14450,9.92173e-005
14460,0.00011322
14470,0.00012181
14480,0.000132749
14490,0.000112539
14500,0.000120136
14510,9.27568e-005
14520,9.51717e-005
14530,0.000128079
14540,0.000117809
14550,0.000117078
14560,9.59186e-005
14570,9.96422e-005
14580,0.000106437
14590,0.00011594
14600,0.000128476
14610,0.000124221
14620,0.000104111
14630,9.85931e-005
14640,9.56325e-005
14650,8.65589e-005
14660,0.000102625
14670,9.25471e-005
14680,9.78706e-005
14690,8.86117e-005
14700,0.000108879
14710,0.000108969
14720,8.76632e-005
14730,9.611e-005
14740,0.000101995
14750,0.00010057
14760,0.000110301
14770,0.000116136
14780,0.000112509
14790,0.000104232
14800,0.000114252
14810,0.000118949
14820,0.000124481
14830,0.000112819
14840,0.000116916
14850,0.000146075
14860,0.00013845
14870,8.92307e-005
14880,8.91213e-005
14890,9.51553e-005
14900,9.20318e-005
14910,0.000103918
14920,8.56209e-005
14930,9.74319e-005
14940,0.000103039
14950,9.19589e-005
14960,9.22552e-005
14970,9.61318e-005
14980,7.10871e-005
14990,8.4281e-005
15000,0.000110442
15010,9.3045e-005
15020,8.52456e-005
15030,9.94531e-005
15040,9.00736e-005
15050,0.000108715
15060,9.72974e-005
15070,9.65315e-005
15080,9.77335e-005
15090,8.29896e-005
15100,7.42795e-005
15110,8.90706e-005
15120,9.80057e-005
15130,0.000101536
15140,9.22491e-005
15150,9.43491e-005
15160,9.51236e-005
15170,0.000101704
15180,8.15618e-005
15190,9.16236e-005
15200,9.0853e-005
15210,8.11212e-005
15220,8.57325e-005
15230,8.12386e-005
15240,0.000100224
15250,0.000104064
15260,0.000119743
15270,0.000124499
15280,0.000111641
15290,0.000116146
15300,0.000102279
15310,0.000114829
15320,9.43938e-005
15330,8.02908e-005
15340,9.14359e-005
15350,0.000244698
15360,0.000328584
15370,0.000143374
15380,9.07865e-005
15390,8.02731e-005
15400,9.41751e-005
15410,0.000102085
15420,9.39289e-005
