"FREQ","seno"
15430,9.56809e-005
15440,8.22774e-005
15450,8.73994e-005
15460,9.1018e-005
15470,8.855e-005
15480,7.07999e-005
15490,8.65717e-005
15500,9.053e-005
15510,9.93189e-005
15520,0.000103652
15530,0.000106469
15540,9.62565e-005
15550,9.30859e-005
15560,8.89832e-005
15570,8.60118e-005
15580,0.00010022
15590,0.000105458
15600,0.000102275
15610,8.24492e-005
15620,9.93457e-005
15630,0.000106525
15640,9.34012e-005
15650,7.47954e-005
15660,7.04072e-005
15670,9.2832e-005
15680,8.13472e-005
15690,7.78887e-005
15700,9.10783e-005
15710,7.82492e-005
15720,7.81999e-005
15730,6.77949e-005
15740,9.29463e-005
15750,9.12788e-005
15760,9.01552e-005
15770,9.82513e-005
15780,8.35545e-005
15790,8.1336e-005
15800,9.23955e-005
15810,9.08139e-005
15820,9.60841e-005
15830,9.87094e-005
15840,9.49867e-005
15850,0.000152498
15860,0.000289511
15870,0.000180362
15880,9.15936e-005
15890,7.87037e-005
15900,8.42038e-005
15910,0.000105456
15920,0.000104663
15930,7.75554e-005
15940,8.04714e-005
15950,8.52912e-005
15960,7.65519e-005
15970,7.77739e-005
15980,6.90851e-005
15990,7.63101e-005
16000,8.25963e-005
16010,8.01541e-005
16020,8.77473e-005
16030,9.12195e-005
16040,0.000108315
16050,9.26925e-005
16060,8.67923e-005
16070,8.67187e-005
16080,0.000100753
16090,9.1066e-005
16100,9.5083e-005
16110,0.000101042
16120,9.8896e-005
16130,7.81768e-005
16140,8.8836e-005
16150,9.34722e-005
16160,7.80297e-005
16170,9.06095e-005
16180,8.29608e-005
16190,7.12039e-005
16200,7.2009e-005
16210,6.89058e-005
16220,6.99062e-005
16230,7.78376e-005
16240,7.56374e-005
16250,7.07836e-005
16260,7.88267e-005
16270,8.79742e-005
16280,9.22274e-005
16290,9.16547e-005
16300,9.27169e-005
16310,9.06443e-005
16320,8.75313e-005
16330,9.04696e-005
16340,8.44761e-005
16350,9.79564e-005
16360,0.000225494
16370,0.000211365
16380,9.37623e-005
16390,7.80481e-005
16400,7.40497e-005
16410,8.76857e-005
16420,8.82974e-005
16430,9.60366e-005
16440,9.17505e-005
16450,8.69271e-005
16460,7.60399e-005
16470,7.39705e-005
16480,8.81285e-005
16490,0.000110238
16500,9.7438e-005
16510,8.24558e-005
16520,7.69627e-005
16530,6.81861e-005
16540,8.44186e-005
16550,8.88234e-005
16560,9.31939e-005
16570,7.58557e-005
16580,7.3662e-005
16590,7.99025e-005
16600,7.90444e-005
16610,8.65963e-005
16620,9.55058e-005
16630,7.68595e-005
16640,6.17229e-005
16650,6.9484e-005
16660,6.28611e-005
16670,7.0405e-005
16680,6.80533e-005
16690,6.36612e-005
16700,6.50102e-005
16710,7.83371e-005
16720,8.9664e-005
16730,7.11714e-005
16740,6.27551e-005
16750,6.86297e-005
16760,7.1534e-005
16770,7.84981e-005
16780,9.19815e-005
16790,9.4962e-005
16800,8.02686e-005
16810,6.92501e-005
16820,8.68973e-005
16830,8.44885e-005
16840,9.63989e-005
16850,8.58848e-005
16860,0.000143488
16870,0.000194955
16880,0.000109596
16890,6.00931e-005
16900,6.34829e-005
16910,6.05609e-005
16920,7.80129e-005
16930,7.70241e-005
16940,7.19501e-005
16950,8.1333e-005
16960,7.28967e-005
16970,7.01224e-005
16980,7.76928e-005
16990,6.31879e-005
17000,5.94016e-005
17010,7.19862e-005
17020,7.32577e-005
17030,6.38888e-005
17040,6.969e-005
17050,7.22801e-005
17060,8.28117e-005
17070,8.06183e-005
17080,7.71245e-005
17090,8.14257e-005
17100,7.11166e-005
17110,5.75713e-005
17120,6.72947e-005
17130,7.98746e-005
17140,7.97071e-005
17150,8.01801e-005
17160,8.35214e-005
17170,7.50439e-005
17180,7.51767e-005
17190,6.41126e-005
17200,5.90697e-005
17210,6.5954e-005
17220,6.51295e-005
17230,5.95836e-005
17240,6.42754e-005
17250,7.31376e-005
17260,8.80807e-005
17270,9.37721e-005
17280,9.93998e-005
17290,9.48062e-005
17300,8.56647e-005
17310,8.53534e-005
17320,8.8728e-005
17330,8.03212e-005
17340,6.30742e-005
17350,7.12723e-005
17360,0.00011501
17370,0.000262194
17380,0.000162807
17390,7.32088e-005
17400,5.87697e-005
17410,7.21167e-005
17420,8.37754e-005
17430,7.93955e-005
17440,7.92777e-005
17450,6.90014e-005
17460,7.37218e-005
17470,6.92565e-005
17480,7.98428e-005
17490,6.70411e-005
17500,7.07059e-005
17510,7.76151e-005
17520,8.33264e-005
17530,8.29204e-005
17540,8.75914e-005
17550,8.04747e-005
17560,7.19126e-005
17570,7.91204e-005
17580,6.74957e-005
17590,7.08918e-005
17600,8.28467e-005
17610,8.27211e-005
17620,6.95032e-005
17630,6.49678e-005
17640,8.79455e-005
17650,7.28996e-005
17660,6.46199e-005
17670,5.87689e-005
17680,7.23516e-005
17690,7.60132e-005
17700,6.81201e-005
17710,6.84061e-005
17720,6.62776e-005
17730,5.80771e-005
17740,5.49138e-005
17750,6.29406e-005
17760,8.08395e-005
17770,7.0046e-005
17780,6.9628e-005
17790,6.95126e-005
17800,6.35637e-005
17810,6.63869e-005
17820,6.44806e-005
17830,6.78259e-005
17840,7.52147e-005
17850,7.62213e-005
17860,8.92429e-005
17870,0.000192407
17880,0.000188676
17890,9.17599e-005
17900,6.8645e-005
17910,6.80261e-005
17920,7.04797e-005
17930,7.55232e-005
17940,6.13113e-005
17950,5.46659e-005
17960,6.33741e-005
17970,6.71919e-005
17980,6.59664e-005
17990,5.29457e-005
18000,5.40254e-005
18010,6.58971e-005
18020,6.67592e-005
18030,6.55763e-005
18040,7.43765e-005
18050,7.7264e-005
18060,7.87912e-005
18070,6.40031e-005
18080,6.15034e-005
18090,6.20171e-005
18100,6.94317e-005
18110,7.38387e-005
18120,7.1565e-005
18130,7.39337e-005
18140,6.00464e-005
18150,5.21548e-005
18160,6.6454e-005
18170,6.38173e-005
18180,7.03688e-005
18190,7.33596e-005
18200,6.45443e-005
18210,5.68512e-005
18220,5.79393e-005
18230,5.53647e-005
18240,6.57961e-005
18250,5.6329e-005
18260,4.75176e-005
18270,5.27426e-005
18280,6.59367e-005
18290,7.31543e-005
18300,7.22184e-005
18310,6.20923e-005
18320,6.56109e-005
18330,6.40822e-005
18340,5.97344e-005
18350,6.04785e-005
18360,5.99584e-005
18370,0.000114229
18380,0.00017431
18390,9.58525e-005
18400,6.78945e-005
18410,5.02586e-005
18420,5.43761e-005
18430,5.37287e-005
18440,6.82928e-005
18450,6.4133e-005
18460,6.19703e-005
18470,5.79211e-005
18480,5.7216e-005
18490,5.5393e-005
18500,7.095e-005
18510,7.70471e-005
18520,5.97902e-005
18530,5.65233e-005
18540,5.69655e-005
18550,5.49639e-005
18560,6.75312e-005
18570,7.52718e-005
18580,6.51812e-005
18590,5.78161e-005
18600,5.6774e-005
18610,5.74223e-005
18620,5.5577e-005
18630,6.21357e-005
18640,5.80312e-005
18650,4.47869e-005
18660,4.96358e-005
18670,4.97655e-005
18680,4.88827e-005
18690,5.26433e-005
18700,4.85095e-005
18710,4.54682e-005
18720,5.29754e-005
18730,6.26153e-005
18740,5.33294e-005
18750,4.39181e-005
18760,5.40293e-005
18770,5.44816e-005
18780,4.93815e-005
18790,5.79916e-005
18800,6.97281e-005
18810,6.58871e-005
18820,4.45492e-005
18830,6.20171e-005
18840,6.74154e-005
18850,6.75741e-005
18860,7.10204e-005
18870,6.29506e-005
18880,8.66417e-005
18890,7.89355e-005
18900,5.41236e-005
18910,4.42767e-005
18920,3.98933e-005
18930,5.40767e-005
18940,6.18701e-005
18950,5.93562e-005
18960,6.43664e-005
18970,5.47955e-005
18980,5.23462e-005
18990,5.84699e-005
19000,5.38629e-005
19010,5.10061e-005
19020,4.66429e-005
19030,4.98141e-005
19040,5.4892e-005
19050,5.12538e-005
19060,5.62028e-005
19070,5.42486e-005
19080,6.89611e-005
19090,6.27629e-005
19100,6.75367e-005
19110,5.99072e-005
19120,5.11316e-005
19130,5.44864e-005
19140,5.7003e-005
19150,6.29848e-005
19160,6.48016e-005
19170,6.62528e-005
19180,6.52175e-005
19190,5.69505e-005
19200,5.38947e-005
19210,4.73702e-005
19220,4.69817e-005
19230,5.13319e-005
19240,4.66993e-005
19250,4.78713e-005
19260,5.01623e-005
19270,6.68906e-005
19280,6.68438e-005
19290,6.71778e-005
19300,7.10798e-005
19310,6.17867e-005
19320,7.05505e-005
19330,6.38487e-005
19340,6.57554e-005
19350,5.11446e-005
19360,5.44842e-005
19370,5.63109e-005
19380,0.000230275
19390,0.000241233
19400,7.11037e-005
19410,5.03139e-005
19420,5.30622e-005
19430,6.10479e-005
19440,6.40926e-005
19450,6.33143e-005
19460,5.68509e-005
19470,5.34679e-005
19480,5.98153e-005
19490,6.34024e-005
19500,6.46805e-005
19510,5.92811e-005
19520,6.24536e-005
19530,6.51652e-005
19540,6.32779e-005
19550,6.38443e-005
19560,6.65846e-005
19570,5.55521e-005
19580,5.51836e-005
19590,5.56976e-005
19600,4.50506e-005
19610,5.60045e-005
19620,6.19833e-005
19630,5.8094e-005
19640,4.71645e-005
19650,6.42522e-005
19660,6.05872e-005
19670,5.3407e-005
19680,4.89067e-005
19690,5.90405e-005
19700,6.19254e-005
19710,6.00187e-005
19720,5.40645e-005
19730,5.676e-005
19740,4.78275e-005
19750,4.31461e-005
19760,4.50415e-005
19770,5.78549e-005
19780,5.71585e-005
19790,5.28974e-005
19800,5.25577e-005
19810,5.72134e-005
19820,5.22731e-005
19830,4.6394e-005
19840,4.99096e-005
19850,5.88876e-005
19860,6.05801e-005
19870,6.3032e-005
19880,0.00011845
19890,0.000183041
19900,9.25162e-005
19910,5.78195e-005
19920,5.50813e-005
19930,5.56296e-005
19940,5.68921e-005
19950,4.94562e-005
19960,3.78738e-005
19970,4.66096e-005
19980,5.2296e-005
19990,6.25722e-005
20000,4.87308e-005
20010,3.99746e-005
20020,4.4382e-005
20030,5.16221e-005
20040,5.26068e-005
20050,5.77902e-005
20060,5.78306e-005
20070,5.86115e-005
20080,4.93831e-005
20090,4.89892e-005
20100,3.98886e-005
20110,4.29158e-005
20120,5.54857e-005
20130,5.31018e-005
20140,5.52858e-005
20150,5.34202e-005
20160,4.66842e-005
20170,4.07383e-005
20180,5.11672e-005
20190,5.72616e-005
20200,5.84594e-005
20210,5.6847e-005
20220,5.13824e-005
20230,5.58046e-005
20240,4.54865e-005
20250,5.37378e-005
20260,5.08705e-005
20270,4.15184e-005
20280,4.40469e-005
20290,5.26124e-005
20300,5.91753e-005
20310,5.90336e-005
20320,4.95196e-005
20330,5.46905e-005
20340,4.97961e-005
20350,4.76956e-005
20360,4.20204e-005
20370,4.76552e-005
20380,4.57747e-005
20390,8.04833e-005
20400,7.30962e-005
20410,6.39206e-005
20420,4.55824e-005
20430,4.31711e-005
20440,4.49372e-005
20450,4.68245e-005
20460,4.94466e-005
20470,4.67874e-005
20480,4.30868e-005
20490,4.7497e-005
20500,4.16355e-005
20510,4.63119e-005
20520,5.32976e-005
20530,5.3174e-005
20540,4.52982e-005
20550,5.14198e-005
20560,4.61614e-005
20570,4.8949e-005
20580,6.19617e-005
20590,6.181e-005
20600,4.10737e-005
20610,4.63774e-005
20620,4.98673e-005
20630,5.13991e-005
20640,5.03829e-005
20650,5.1383e-005
20660,4.67557e-005
20670,4.27608e-005
20680,4.62664e-005
20690,3.77267e-005
20700,4.10205e-005
20710,4.55207e-005
20720,4.2441e-005
20730,3.99351e-005
20740,4.56775e-005
20750,3.99918e-005
20760,3.32978e-005
20770,4.27048e-005
20780,5.15033e-005
20790,4.77082e-005
20800,3.71933e-005
20810,4.81308e-005
20820,4.81646e-005
20830,3.97964e-005
20840,3.91493e-005
20850,4.98358e-005
20860,4.66872e-005
20870,4.96375e-005
20880,4.98769e-005
20890,7.06761e-005
20900,8.07531e-005
20910,5.66429e-005
20920,3.75192e-005
20930,3.17764e-005
20940,4.02649e-005
20950,4.49043e-005
20960,4.78834e-005
20970,5.04573e-005
20980,4.59857e-005
20990,3.81283e-005
21000,4.24675e-005
21010,4.7587e-005
21020,4.67192e-005
21030,4.4647e-005
21040,3.85584e-005
21050,4.60743e-005
21060,4.87449e-005
21070,4.79953e-005
21080,4.86856e-005
21090,5.32202e-005
21100,4.90518e-005
21110,5.1169e-005
21120,5.09323e-005
21130,4.3463e-005
21140,4.43898e-005
21150,4.67954e-005
21160,4.3621e-005
21170,4.97841e-005
21180,4.85263e-005
21190,5.29065e-005
21200,5.29198e-005
21210,4.59613e-005
21220,4.06657e-005
21230,3.90618e-005
21240,4.37425e-005
21250,4.58034e-005
21260,3.96565e-005
21270,4.26771e-005
21280,4.44227e-005
21290,5.0552e-005
21300,4.68753e-005
21310,4.95641e-005
21320,5.04969e-005
21330,4.89998e-005
21340,5.1145e-005
21350,4.60495e-005
21360,4.75457e-005
21370,4.34572e-005
21380,4.48768e-005
21390,9.26574e-005
21400,0.00016933
21410,8.26111e-005
21420,4.48999e-005
21430,4.54941e-005
21440,4.82049e-005
21450,5.09969e-005
21460,5.49376e-005
21470,5.17437e-005
21480,4.36158e-005
21490,5.08218e-005
21500,5.01672e-005
21510,5.66932e-005
21520,5.16316e-005
21530,5.29807e-005
21540,5.43632e-005
21550,5.52401e-005
21560,5.03481e-005
21570,5.61256e-005
21580,4.57921e-005
21590,4.08676e-005
21600,5.01703e-005
21610,4.15649e-005
21620,3.44864e-005
21630,4.48901e-005
21640,4.65843e-005
21650,4.00768e-005
21660,4.5962e-005
21670,5.57043e-005
21680,4.90157e-005
21690,4.2026e-005
21700,5.25641e-005
21710,5.35689e-005
21720,4.8209e-005
21730,4.76654e-005
21740,5.05662e-005
21750,5.04176e-005
21760,4.1717e-005
21770,3.85541e-005
21780,4.62657e-005
21790,4.56541e-005
21800,4.55669e-005
21810,4.63226e-005
21820,4.97919e-005
21830,5.39677e-005
21840,4.14441e-005
21850,3.76844e-005
21860,4.72145e-005
21870,4.82275e-005
21880,5.10098e-005
21890,6.44864e-005
21900,0.000137608
21910,0.000110009
21920,5.0307e-005
21930,4.76626e-005
21940,4.96253e-005
21950,4.77286e-005
21960,4.6022e-005
21970,3.68557e-005
21980,3.99568e-005
21990,4.13627e-005
22000,5.56527e-005
22010,5.09031e-005
22020,4.18518e-005
22030,3.52197e-005
22040,3.95205e-005
22050,4.45765e-005
22060,4.53872e-005
22070,4.88785e-005
22080,4.59831e-005
22090,4.05337e-005
22100,4.35667e-005
22110,4.06775e-005
22120,2.82709e-005
22130,4.44208e-005
22140,4.44069e-005
22150,4.44384e-005
22160,5.07578e-005
22170,4.57442e-005
22180,3.92734e-005
22190,3.89342e-005
22200,4.76682e-005
22210,5.00794e-005
22220,4.80033e-005
22230,4.92818e-005
22240,5.07872e-005
22250,4.70936e-005
22260,4.09295e-005
22270,4.70412e-005
22280,3.95648e-005
22290,4.1504e-005
22300,4.5342e-005
22310,5.05582e-005
22320,4.82634e-005
22330,4.76302e-005
22340,4.50934e-005
22350,4.60903e-005
22360,4.37687e-005
22370,3.2875e-005
22380,3.61071e-005
22390,3.65051e-005
22400,8.63035e-005
22410,9.92925e-005
22420,6.2784e-005
22430,4.27342e-005
22440,3.65172e-005
22450,3.92258e-005
22460,4.02923e-005
22470,4.07502e-005
22480,4.04338e-005
22490,3.78267e-005
22500,3.74658e-005
22510,4.19734e-005
22520,3.42488e-005
22530,4.01491e-005
22540,4.33294e-005
22550,4.2802e-005
22560,4.43241e-005
22570,4.58958e-005
22580,4.27249e-005
22590,5.30766e-005
22600,5.60236e-005
22610,3.32596e-005
22620,4.15063e-005
22630,4.34519e-005
22640,4.48497e-005
22650,4.48476e-005
22660,5.05291e-005
22670,4.63701e-005
22680,4.21254e-005
22690,3.99271e-005
22700,3.35914e-005
22710,3.89522e-005
22720,4.50534e-005
22730,4.01054e-005
22740,3.20702e-005
22750,3.91856e-005
22760,3.99522e-005
22770,2.95854e-005
22780,3.48202e-005
22790,4.6447e-005
22800,4.96828e-005
22810,3.58238e-005
22820,3.24103e-005
22830,3.74092e-005
22840,3.52829e-005
22850,3.01566e-005
22860,3.86377e-005
22870,4.09674e-005
22880,4.00007e-005
22890,4.2345e-005
22900,5.03729e-005
22910,6.50995e-005
22920,4.93807e-005
22930,4.11354e-005
22940,3.51922e-005
22950,3.80426e-005
22960,4.24339e-005
22970,3.71579e-005
22980,4.05732e-005
22990,3.8481e-005
23000,3.75657e-005
23010,3.83029e-005
23020,4.49563e-005
23030,4.18785e-005
23040,4.59371e-005
23050,4.60226e-005
23060,4.1027e-005
23070,4.47876e-005
23080,4.56925e-005
23090,4.37366e-005
23100,4.45297e-005
23110,3.78404e-005
23120,4.32473e-005
23130,4.7853e-005
23140,4.00835e-005
23150,3.94887e-005
23160,4.69872e-005
23170,3.86987e-005
23180,4.29606e-005
23190,4.07339e-005
23200,4.33056e-005
23210,5.04253e-005
23220,4.60097e-005
23230,4.1542e-005
23240,3.76131e-005
23250,3.54807e-005
23260,3.9714e-005
23270,3.78889e-005
23280,4.10241e-005
23290,3.72583e-005
23300,3.89767e-005
23310,4.27769e-005
23320,3.63311e-005
23330,4.35991e-005
23340,4.07253e-005
23350,4.02738e-005
23360,4.41571e-005
23370,4.30063e-005
23380,4.26118e-005
23390,3.95273e-005
23400,4.75979e-005
23410,0.000144968
23420,0.000116522
23430,4.2084e-005
23440,4.60836e-005
23450,4.3498e-005
23460,4.77275e-005
23470,4.73703e-005
23480,4.98326e-005
23490,4.00068e-005
23500,4.10781e-005
23510,4.93064e-005
23520,4.75878e-005
23530,4.29452e-005
23540,4.63038e-005
23550,4.31884e-005
23560,4.76866e-005
23570,4.2192e-005
23580,4.54304e-005
23590,4.40104e-005
23600,3.64998e-005
23610,4.31596e-005
23620,4.47228e-005
23630,3.63982e-005
23640,3.55986e-005
23650,4.16738e-005
23660,4.13623e-005
23670,3.61438e-005
23680,4.7271e-005
23690,4.27893e-005
23700,3.78394e-005
23710,4.28841e-005
23720,4.69211e-005
23730,4.34026e-005
23740,4.63319e-005
23750,4.30022e-005
23760,4.95195e-005
23770,4.56769e-005
23780,3.3601e-005
23790,4.17242e-005
23800,3.92123e-005
23810,3.82027e-005
23820,4.28381e-005
23830,4.42874e-005
23840,4.9263e-005
23850,4.70855e-005
23860,3.70342e-005
23870,3.89339e-005
23880,3.99457e-005
23890,4.57609e-005
23900,4.57633e-005
23910,8.65831e-005
23920,0.000102714
23930,5.0943e-005
23940,4.19775e-005
23950,4.10885e-005
23960,4.20165e-005
23970,4.27877e-005
23980,3.93901e-005
23990,3.82695e-005
24000,3.75997e-005
24010,4.21373e-005
24020,4.95193e-005
24030,3.9922e-005
24040,3.60279e-005
24050,3.20183e-005
24060,3.79151e-005
24070,3.72395e-005
24080,4.25949e-005
24090,3.96353e-005
24100,3.45942e-005
24110,3.86069e-005
24120,4.24053e-005
24130,2.79164e-005
24140,3.44103e-005
24150,4.15212e-005
24160,3.04982e-005
24170,4.35418e-005
24180,4.11623e-005
24190,3.75502e-005
24200,3.71035e-005
24210,4.06544e-005
24220,4.33626e-005
24230,3.68296e-005
24240,3.86617e-005
24250,4.52732e-005
24260,4.58779e-005
24270,3.8852e-005
24280,3.97124e-005
24290,3.81602e-005
24300,3.63782e-005
24310,3.98691e-005
24320,4.06998e-005
24330,3.71306e-005
24340,4.39174e-005
24350,3.77923e-005
24360,4.14697e-005
24370,3.85017e-005
24380,3.12386e-005
24390,2.62737e-005
24400,2.90261e-005
24410,4.34943e-005
24420,4.91247e-005
24430,4.35577e-005
24440,3.75439e-005
24450,3.33143e-005
24460,3.39313e-005
24470,3.76629e-005
24480,3.52766e-005
24490,3.76137e-005
24500,3.53261e-005
24510,3.24553e-005
24520,3.9207e-005
24530,3.36367e-005
24540,3.51786e-005
24550,3.4675e-005
24560,3.58656e-005
24570,3.99439e-005
24580,4.01026e-005
24590,4.0751e-005
24600,4.41786e-005
24610,4.91688e-005
24620,3.41094e-005
24630,2.90895e-005
24640,3.69105e-005
24650,3.5696e-005
24660,3.40077e-005
24670,3.97445e-005
24680,4.2117e-005
24690,4.16758e-005
24700,3.83471e-005
24710,3.51505e-005
24720,3.12979e-005
24730,3.96622e-005
24740,3.81663e-005
24750,2.80156e-005
24760,3.02305e-005
24770,3.52688e-005
24780,3.01708e-005
24790,3.02722e-005
24800,3.70957e-005
24810,4.61319e-005
24820,3.78772e-005
24830,2.93928e-005
24840,3.15856e-005
24850,3.58251e-005
24860,2.75728e-005
24870,3.54633e-005
24880,3.70319e-005
24890,3.79192e-005
24900,3.6207e-005
24910,3.89455e-005
24920,3.87818e-005
24930,4.28063e-005
24940,3.91711e-005
24950,3.48254e-005
24960,3.79706e-005
24970,4.02527e-005
24980,3.54474e-005
24990,3.12958e-005
25000,2.97987e-005
25010,3.4093e-005
25020,3.86786e-005
25030,3.96345e-005
25040,4.01938e-005
25050,3.9987e-005
25060,4.67197e-005
25070,4.12086e-005
25080,3.82906e-005
25090,3.71003e-005
25100,3.57369e-005
25110,3.75433e-005
25120,3.43737e-005
25130,3.34727e-005
25140,4.22254e-005
25150,3.88067e-005
25160,4.00278e-005
25170,4.16008e-005
25180,3.81958e-005
25190,3.59072e-005
25200,3.35201e-005
25210,3.47297e-005
25220,4.46614e-005
25230,4.5447e-005
25240,3.96768e-005
25250,4.27631e-005
25260,3.34852e-005
25270,3.91141e-005
25280,3.30439e-005
25290,3.45912e-005
25300,3.52451e-005
25310,3.29119e-005
25320,3.34866e-005
25330,3.64607e-005
25340,3.34487e-005
25350,3.4219e-005
25360,2.98746e-005
25370,3.74201e-005
25380,3.80226e-005
25390,3.90763e-005
25400,3.26235e-005
25410,3.26206e-005
25420,5.32772e-005
25430,6.51607e-005
25440,4.10361e-005
25450,4.24916e-005
25460,3.97118e-005
25470,4.04985e-005
25480,4.10839e-005
25490,4.00466e-005
25500,3.58558e-005
25510,3.27589e-005
25520,3.87803e-005
25530,4.27261e-005
25540,3.81897e-005
25550,3.73494e-005
25560,3.4509e-005
25570,3.4553e-005
25580,3.55923e-005
25590,3.87332e-005
25600,3.98473e-005
25610,3.37807e-005
25620,3.38012e-005
25630,3.804e-005
25640,3.80997e-005
25650,2.91892e-005
25660,3.23326e-005
25670,3.81055e-005
25680,3.8762e-005
25690,3.39283e-005
25700,3.64047e-005
25710,2.9677e-005
25720,3.39246e-005
25730,3.99944e-005
25740,3.63491e-005
25750,4.24088e-005
25760,3.83493e-005
25770,4.41326e-005
25780,4.31472e-005
25790,3.15152e-005
25800,3.13378e-005
25810,3.54139e-005
25820,2.82738e-005
25830,3.37288e-005
25840,3.68425e-005
25850,3.7661e-005
25860,4.31068e-005
25870,3.40087e-005
25880,3.25547e-005
25890,3.57098e-005
25900,3.66065e-005
25910,3.67858e-005
25920,4.46093e-005
25930,6.90427e-005
25940,5.48549e-005
25950,3.84323e-005
25960,3.26521e-005
25970,3.49485e-005
25980,3.47494e-005
25990,3.66971e-005
26000,3.34802e-005
26010,3.33038e-005
26020,3.14126e-005
26030,4.18691e-005
26040,3.3501e-005
26050,3.1132e-005
26060,2.86144e-005
26070,3.15806e-005
26080,2.94128e-005
26090,3.38018e-005
26100,3.51298e-005
26110,3.1661e-005
26120,3.09109e-005
26130,3.5879e-005
26140,2.96655e-005
26150,2.72497e-005
26160,3.53712e-005
26170,3.11402e-005
26180,3.06922e-005
26190,3.23844e-005
26200,3.19483e-005
26210,3.43508e-005
26220,3.40289e-005
26230,3.49893e-005
26240,2.97051e-005
26250,3.08382e-005
26260,3.17387e-005
26270,3.67785e-005
26280,2.96539e-005
26290,3.2528e-005
26300,3.11858e-005
26310,3.2291e-005
26320,3.54477e-005
26330,3.73623e-005
26340,2.77467e-005
26350,3.52375e-005
26360,3.25362e-005
26370,3.20702e-005
26380,3.38133e-005
26390,3.06479e-005
26400,2.4536e-005
26410,2.4661e-005
26420,3.80426e-005
26430,6.95949e-005
26440,5.98031e-005
26450,2.92825e-005
26460,3.02708e-005
26470,3.17833e-005
26480,3.29767e-005
26490,2.88394e-005
26500,3.32133e-005
26510,3.06374e-005
26520,2.95608e-005
26530,3.24027e-005
26540,3.40484e-005
26550,3.08194e-005
26560,3.13906e-005
26570,2.77278e-005
26580,3.45598e-005
26590,3.45941e-005
26600,3.23258e-005
26610,3.56534e-005
26620,4.21903e-005
26630,3.59067e-005
26640,2.60937e-005
26650,2.98107e-005
26660,3.17831e-005
26670,2.87229e-005
26680,2.50383e-005
26690,3.21672e-005
26700,3.64986e-005
26710,3.48542e-005
26720,3.66423e-005
26730,2.79058e-005
26740,3.23332e-005
26750,3.47726e-005
26760,2.63016e-005
26770,2.54128e-005
26780,3.04537e-005
26790,2.9788e-005
26800,2.87412e-005
26810,2.70865e-005
26820,3.60097e-005
26830,3.30425e-005
26840,2.9152e-005
26850,2.91962e-005
26860,3.46689e-005
26870,2.7492e-005
26880,2.94646e-005
26890,3.37944e-005
26900,3.41213e-005
26910,3.36381e-005
26920,3.054e-005
26930,6.41939e-005
26940,8.59728e-005
26950,3.92797e-005
26960,3.18107e-005
26970,3.45676e-005
26980,3.51307e-005
26990,3.45952e-005
27000,2.71284e-005
27010,2.21316e-005
27020,2.59179e-005
27030,3.28409e-005
27040,3.38207e-005
27050,3.33514e-005
27060,3.21191e-005
27070,3.66739e-005
27080,3.7338e-005
27090,3.11026e-005
27100,2.77583e-005
27110,3.02406e-005
27120,2.96593e-005
27130,3.02091e-005
27140,2.86325e-005
27150,3.22864e-005
27160,3.22032e-005
27170,3.5424e-005
27180,3.45805e-005
27190,3.21572e-005
27200,2.80823e-005
27210,2.84163e-005
27220,2.87358e-005
27230,3.58214e-005
27240,3.61398e-005
27250,3.35133e-005
27260,3.60302e-005
27270,3.47304e-005
27280,3.56134e-005
27290,3.66628e-005
27300,2.90814e-005
27310,2.78331e-005
27320,2.69588e-005
27330,2.43971e-005
27340,3.00008e-005
27350,2.62659e-005
27360,2.88803e-005
27370,2.62825e-005
27380,2.71453e-005
27390,3.24141e-005
27400,3.01183e-005
27410,3.04484e-005
27420,2.47771e-005
27430,3.10298e-005
27440,5.49043e-005
27450,4.32819e-005
27460,3.62603e-005
27470,3.47585e-005
27480,3.31531e-005
27490,3.12785e-005
27500,3.33631e-005
27510,3.00663e-005
27520,2.67646e-005
27530,2.85751e-005
27540,3.39031e-005
27550,3.33779e-005
27560,2.98906e-005
27570,2.68049e-005
27580,2.55521e-005
27590,2.72193e-005
27600,3.24077e-005
27610,3.28191e-005
27620,2.8528e-005
27630,2.95716e-005
27640,2.99127e-005
27650,3.08394e-005
27660,2.94358e-005
27670,2.75962e-005
27680,3.25116e-005
27690,3.61993e-005
27700,3.21173e-005
27710,3.00152e-005
27720,2.59026e-005
27730,2.41744e-005
27740,3.27001e-005
27750,2.77938e-005
27760,3.36176e-005
27770,3.37164e-005
27780,3.5262e-005
27790,4.05075e-005
27800,3.30159e-005
27810,2.47596e-005
27820,2.90663e-005
27830,2.47386e-005
27840,2.70314e-005
27850,2.81028e-005
27860,3.12998e-005
27870,3.33579e-005
27880,3.132e-005
27890,2.83842e-005
27900,3.18549e-005
27910,3.13162e-005
27920,3.01504e-005
27930,2.96364e-005
27940,3.24694e-005
27950,3.52019e-005
27960,3.31286e-005
27970,2.71729e-005
27980,2.58667e-005
27990,2.82995e-005
28000,2.97605e-005
28010,2.83356e-005
28020,2.80789e-005
28030,2.8512e-005
28040,3.3087e-005
28050,3.04038e-005
28060,2.75499e-005
28070,2.55875e-005
28080,2.7004e-005
28090,2.80637e-005
28100,2.75261e-005
28110,3.1014e-005
28120,2.84414e-005
28130,2.58103e-005
28140,2.79326e-005
28150,2.71368e-005
28160,2.57451e-005
28170,2.74627e-005
28180,2.85056e-005
28190,3.09609e-005
28200,2.71237e-005
28210,2.75089e-005
